time_s,H,S,V
0.063,81.34,40.81,16.49
0.114,78.11,41.52,16.56
0.163,80.01,41.94,16.58
0.212,80.62,41.95,16.56
0.261,78.63,42.49,16.59
0.310,77.78,41.48,16.59
0.361,80.07,40.51,16.53
0.411,78.43,42.20,16.54
0.460,77.19,41.85,16.56
0.512,80.38,40.66,16.55
0.561,79.65,41.32,16.58
0.610,79.81,41.02,16.59
0.660,78.51,40.46,16.55
0.710,79.40,41.38,16.51
0.760,77.80,42.32,16.56
0.806,81.39,41.50,16.56
0.856,81.86,41.35,16.57
0.905,79.98,42.41,16.58
0.954,79.67,42.54,16.55
1.005,78.66,42.44,16.59
1.059,75.36,41.51,16.55
1.108,79.14,41.39,16.53
1.158,78.29,42.18,16.57
1.230,77.24,42.43,16.60
1.286,77.43,41.87,16.53
1.356,78.26,42.22,16.62
1.432,79.18,42.24,16.56
1.484,77.03,43.22,16.60
1.544,77.72,42.21,16.60
1.595,78.40,42.55,16.65
1.644,77.26,43.04,16.71
1.694,76.08,43.00,16.71
1.742,77.85,42.74,16.74
1.791,80.46,42.16,16.74
1.842,81.39,42.13,16.78
1.895,79.20,42.22,16.78
1.943,78.26,43.58,16.85
1.992,79.76,41.56,16.77
2.044,79.97,42.84,16.83
2.096,82.55,42.36,16.83
2.144,80.06,42.55,16.80
2.193,78.13,42.28,16.83
2.239,80.26,42.94,16.79
2.288,79.03,42.71,16.83
2.338,80.19,42.00,16.80
2.394,79.53,42.70,16.85
2.443,82.01,42.48,16.81
2.497,78.75,42.40,16.81
2.546,78.71,42.20,16.79
2.597,82.11,42.22,16.83
2.647,81.22,41.99,16.81
2.694,78.38,41.65,16.78
2.746,83.19,41.38,16.82
2.795,79.95,41.88,16.88
2.844,81.23,42.76,16.90
2.892,81.23,42.76,16.90
2.944,82.27,41.95,16.85
2.997,80.75,41.94,16.82
3.045,77.51,41.77,16.82
3.091,80.42,41.61,16.80
3.139,82.03,42.31,16.86
3.191,79.53,41.74,16.79
3.239,79.56,41.95,16.81
3.290,80.71,43.30,16.82
3.337,81.22,42.30,16.83
3.384,78.74,43.47,16.87
3.434,78.14,42.53,16.86
3.481,78.56,43.28,16.87
3.531,81.67,42.44,16.87
3.592,80.36,42.18,16.85
3.644,78.87,43.66,16.85
3.692,79.69,43.11,16.87
3.740,80.27,42.53,16.90
3.789,79.80,42.77,16.89
3.837,77.63,43.84,16.91
3.887,82.59,42.63,16.83
3.935,80.44,41.36,16.83
3.984,80.67,41.77,16.85
4.034,81.59,42.48,16.91
4.081,80.02,42.02,16.83
4.129,80.45,42.77,16.87
4.177,79.92,42.40,16.83
4.228,79.94,42.77,16.89
4.279,80.10,42.65,16.90
4.327,80.24,42.06,16.84
4.381,78.20,43.34,16.87
4.437,79.82,42.35,16.88
4.487,81.94,42.50,16.88
4.535,79.69,42.94,16.96
4.584,75.94,43.74,16.95
4.633,78.99,44.18,16.94
4.682,77.08,42.73,16.87
4.732,77.99,42.90,16.90
4.781,79.75,43.05,16.88
4.830,79.84,42.92,16.85
4.879,78.72,42.10,16.85
4.926,78.83,44.37,16.89
4.976,78.27,43.02,16.87
5.028,79.86,42.89,16.87
5.077,80.90,42.44,16.92
5.128,81.92,42.41,16.92
5.174,82.00,42.78,16.91
5.223,78.94,42.68,16.93
5.272,78.30,43.40,16.91
5.321,81.22,43.24,16.85
5.370,80.04,44.23,16.92
5.418,78.39,44.77,16.96
5.469,79.19,43.48,16.94
5.517,81.61,43.74,16.89
5.565,79.78,42.49,16.88
5.613,78.83,44.14,16.94
5.660,79.88,43.81,16.96
5.707,79.13,43.92,16.92
5.756,79.75,43.76,16.89
5.805,79.74,43.66,16.92
5.854,80.27,43.05,16.91
5.904,76.45,43.12,16.97
5.955,80.05,43.44,16.93
6.007,80.05,43.44,16.93
6.063,77.81,43.93,16.93
6.112,79.21,42.46,16.92
6.161,79.75,44.00,16.98
6.212,78.19,43.75,16.97
6.264,79.95,43.33,16.96
6.314,78.92,43.53,16.96
6.361,78.92,43.53,16.96
6.409,79.66,44.51,17.01
6.457,78.62,43.58,17.02
6.506,79.99,43.92,16.96
6.558,77.72,44.45,17.03
6.609,80.17,43.54,17.02
6.662,78.76,43.82,16.98
6.714,77.57,44.58,17.03
6.761,81.42,43.74,16.97
6.809,81.02,43.96,16.99
6.862,78.90,44.29,17.01
6.911,81.63,43.73,16.99
6.961,80.87,43.39,16.98
7.010,80.38,43.60,17.01
7.061,80.65,43.51,16.94
7.111,80.94,43.30,17.01
7.163,77.85,44.30,17.06
7.212,81.56,43.17,16.95
7.264,77.19,44.65,17.06
7.312,80.09,44.02,17.01
7.363,79.82,43.73,17.00
7.412,79.99,43.18,16.96
7.462,78.67,43.91,17.02
7.512,80.54,44.38,16.98
7.561,78.43,43.82,17.01
7.608,78.40,43.40,16.99
7.661,81.13,44.36,17.05
7.709,77.94,44.18,17.00
7.760,78.32,44.05,16.98
7.807,80.39,42.96,17.03
7.857,78.97,44.15,17.03
7.906,76.75,44.90,17.02
7.960,79.21,44.56,17.00
8.018,78.19,42.50,16.99
8.071,78.68,43.97,17.00
8.122,79.93,44.61,16.99
8.171,75.56,44.65,17.00
8.221,77.71,43.55,16.97
8.272,76.87,43.85,17.00
8.322,78.07,44.30,16.95
8.373,80.27,43.69,16.93
8.427,76.46,44.83,16.99
8.475,79.74,44.14,16.96
8.524,80.03,44.30,16.93
8.569,77.85,43.41,16.92
8.617,79.07,43.33,16.87
8.665,81.44,43.47,16.93
8.713,81.25,44.58,16.95
8.761,77.77,43.96,16.97
8.809,79.05,44.35,16.96
8.861,79.09,44.03,17.00
8.910,77.60,44.58,16.97
8.962,76.57,44.91,17.02
9.011,78.64,44.62,17.02
9.059,76.96,44.81,17.01
9.108,78.28,45.00,16.96
9.157,75.88,44.70,17.00
9.206,78.15,44.83,16.91
9.258,77.45,44.73,16.95
9.309,76.27,44.53,16.97
9.362,76.59,43.85,16.98
9.411,76.49,45.06,16.99
9.461,76.94,44.86,16.99
9.510,76.58,45.36,17.01
9.559,79.56,44.51,16.92
9.609,76.37,44.58,16.97
9.658,78.31,45.03,17.01
9.709,78.60,44.80,16.98
9.757,78.76,45.05,16.96
9.807,77.59,44.87,17.01
9.858,77.33,44.98,17.00
9.909,77.70,45.35,17.03
9.958,77.38,44.78,16.98
10.005,76.65,45.83,17.03
10.056,79.82,44.75,17.00
10.108,78.80,43.82,17.00
10.160,82.49,45.05,17.06
10.209,78.10,45.20,17.07
10.259,80.22,44.50,17.03
10.307,80.62,44.30,17.00
10.356,77.33,45.02,17.08
10.405,78.20,44.47,17.05
10.455,77.43,44.49,17.03
10.504,80.19,44.19,17.00
10.552,78.19,44.67,17.06
10.599,76.16,44.83,17.10
10.650,75.82,44.92,17.07
10.699,77.47,44.38,17.01
10.747,80.07,44.07,17.03
10.795,77.31,45.29,17.07
10.843,77.31,45.29,17.07
10.894,78.53,45.17,17.02
10.944,78.41,44.86,17.07
10.997,74.54,44.93,17.10
11.047,77.99,45.48,17.11
11.099,76.41,45.63,17.17
11.147,77.19,46.08,17.11
11.197,77.19,46.08,17.11
11.245,76.79,44.53,17.07
11.295,76.85,45.07,17.09
11.343,77.54,45.51,17.10
11.394,77.53,44.95,17.08
11.442,77.39,45.55,17.10
11.491,79.77,45.04,17.03
11.543,78.80,44.98,17.07
11.595,76.70,44.80,17.09
11.643,78.63,46.27,17.16
11.691,78.78,45.64,17.10
11.742,78.37,45.19,17.08
11.794,77.12,45.31,17.20
11.844,78.35,44.97,17.10
11.896,77.40,45.28,17.11
11.944,80.52,45.82,17.11
11.997,75.50,46.24,17.15
12.046,78.28,46.09,17.15
12.101,77.27,44.78,17.15
12.151,77.82,45.79,17.23
12.199,79.69,44.75,17.09
12.248,78.49,44.34,17.17
12.296,78.51,45.66,17.20
12.360,79.66,44.84,17.20
12.408,77.20,44.84,17.21
12.457,77.61,45.73,17.17
12.505,78.50,45.13,17.22
12.555,77.99,44.41,17.16
12.603,78.43,44.98,17.18
12.652,80.57,45.04,17.22
12.700,77.35,45.19,17.20
12.750,78.89,43.81,17.23
12.797,76.49,44.65,17.25
12.845,78.86,44.51,17.19
12.895,78.95,45.27,17.19
12.944,76.54,46.13,17.27
12.993,79.51,45.17,17.22
13.041,74.82,46.65,17.32
13.090,79.42,45.64,17.25
13.142,76.57,44.19,17.21
13.192,81.21,45.38,17.25
13.242,80.49,45.62,17.27
13.290,81.93,45.66,17.25
13.338,77.22,44.71,17.27
13.386,75.68,44.90,17.23
13.433,78.80,45.15,17.24
13.482,77.56,44.71,17.22
13.532,77.62,44.84,17.21
13.595,78.89,46.67,17.24
13.645,78.11,45.90,17.32
13.694,79.36,45.92,17.26
13.740,78.27,45.47,17.30
13.790,77.80,46.04,17.26
13.839,77.91,45.81,17.26
13.887,78.05,45.26,17.30
13.935,76.71,45.47,17.32
13.986,77.84,45.84,17.27
14.035,78.28,45.48,17.32
14.082,75.95,45.25,17.32
14.129,77.98,45.09,17.31
14.178,78.14,46.42,17.29
14.229,77.48,46.02,17.33
14.276,77.69,46.62,17.35
14.324,79.61,45.16,17.39
14.371,76.40,46.01,17.38
14.422,76.75,46.34,17.37
14.474,78.36,46.20,17.34
14.522,76.34,46.48,17.36
14.573,77.58,45.57,17.38
14.626,76.24,46.08,17.41
14.678,76.62,45.46,17.34
14.726,75.61,46.02,17.39
14.775,74.62,46.50,17.41
14.821,75.60,46.16,17.39
14.870,74.62,47.07,17.46
14.923,76.52,45.63,17.36
14.973,74.89,45.81,17.41
15.020,76.48,46.05,17.38
15.070,76.39,46.72,17.41
15.125,76.22,47.07,17.45
15.178,76.43,46.66,17.43
15.230,75.86,46.31,17.43
15.282,74.36,47.85,17.45
15.331,74.26,47.03,17.51
15.382,74.47,47.42,17.49
15.432,77.70,46.93,17.49
15.481,77.47,46.65,17.41
15.532,76.48,46.66,17.47
15.584,78.23,45.66,17.43
15.634,78.23,45.66,17.43
15.685,75.89,46.14,17.52
15.740,74.58,47.05,17.49
15.792,75.38,46.28,17.47
15.842,75.39,45.59,17.47
15.896,75.46,45.68,17.50
15.949,77.42,45.90,17.51
16.002,76.00,45.26,17.51
16.054,76.00,45.26,17.51
16.106,77.77,47.07,17.53
16.157,75.31,47.08,17.52
16.210,74.88,46.35,17.53
16.263,75.06,46.38,17.52
16.314,75.15,46.62,17.56
16.368,74.31,46.48,17.51
16.422,73.38,46.95,17.58
16.478,77.30,47.51,17.57
16.537,78.34,46.39,17.53
16.591,75.95,47.30,17.59
16.645,74.38,47.50,17.55
16.697,75.29,46.69,17.53
16.748,76.36,47.59,17.55
16.800,73.75,46.99,17.64
16.854,78.42,46.34,17.61
16.908,77.23,46.01,17.54
16.966,73.75,47.58,17.55
17.020,75.66,46.09,17.53
17.073,73.35,47.56,17.58
17.125,74.80,47.28,17.58
17.175,78.11,46.99,17.62
17.230,75.30,47.45,17.55
17.282,74.74,47.30,17.58
17.339,73.86,47.53,17.62
17.391,74.81,47.56,17.61
17.440,74.61,46.49,17.54
17.493,73.26,47.30,17.55
17.544,75.90,46.41,17.60
17.598,76.64,46.76,17.58
17.655,77.37,46.60,17.50
17.709,75.85,47.66,17.54
17.760,75.65,46.99,17.56
17.812,75.50,46.68,17.50
17.864,74.03,47.92,17.61
17.918,76.29,47.27,17.61
17.969,77.63,47.30,17.60
18.022,74.04,46.78,17.57
18.074,75.86,46.16,17.65
18.125,77.24,46.84,17.62
18.177,74.52,47.96,17.67
18.229,74.75,47.84,17.70
18.280,75.22,47.93,17.69
18.334,74.08,48.45,17.69
18.397,73.23,47.92,17.70
18.448,77.30,47.87,17.70
18.503,76.49,47.05,17.69
18.556,75.36,47.92,17.71
18.608,73.96,48.79,17.75
18.661,73.98,47.46,17.69
18.713,74.62,47.83,17.72
18.765,73.04,49.16,17.78
18.819,75.95,48.20,17.73
18.872,74.83,47.95,17.77
18.925,73.85,49.06,17.79
18.976,73.24,47.74,17.79
19.027,74.12,47.78,17.82
19.080,73.73,48.19,17.80
19.135,70.60,48.25,17.76
19.188,72.07,48.69,17.87
19.240,74.01,47.94,17.82
19.291,75.89,47.46,17.85
19.346,72.66,49.08,17.87
19.396,71.64,49.18,17.95
19.448,75.88,48.07,17.84
19.500,74.11,48.38,17.85
19.556,70.71,49.33,17.86
19.609,73.66,48.18,17.85
19.663,74.18,47.58,17.88
19.717,72.17,48.07,17.85
19.769,74.67,49.11,17.88
19.824,72.52,47.72,17.96
19.877,71.18,48.42,17.97
19.932,75.57,48.75,17.95
19.985,72.66,48.54,17.96
20.038,75.85,48.20,17.92
20.092,75.20,48.16,17.96
20.152,73.36,48.12,17.90
20.205,72.83,48.78,17.91
20.256,71.61,48.77,17.95
20.305,71.86,48.36,18.04
20.354,74.33,48.76,17.91
20.403,74.31,48.87,18.03
20.454,74.30,48.92,18.00
20.507,73.51,48.86,17.98
20.564,76.09,48.43,18.01
20.616,73.12,49.11,18.00
20.667,73.53,48.78,18.00
20.716,74.09,49.78,18.07
20.766,74.73,48.69,17.96
20.817,74.73,48.69,17.96
20.866,74.54,48.87,18.02
20.921,71.16,49.11,18.06
20.974,73.16,49.03,18.03
21.025,72.73,49.24,18.04
21.078,73.33,49.37,18.08
21.131,73.31,50.01,18.13
21.182,76.48,48.68,18.08
21.232,72.10,49.11,18.11
21.284,73.06,49.20,18.09
21.334,73.83,49.40,18.12
21.384,76.28,48.93,18.07
21.439,71.24,49.18,18.17
21.490,73.58,48.01,18.05
21.541,75.92,48.60,18.08
21.592,73.00,47.89,18.05
21.642,75.16,49.58,18.13
21.692,76.00,49.26,18.09
21.740,76.49,49.00,18.07
21.792,73.47,49.39,18.15
21.841,77.93,47.99,18.11
21.891,78.13,48.97,18.11
21.942,78.52,48.91,18.17
21.995,73.52,48.98,18.12
22.046,75.78,48.81,18.09
22.096,73.77,48.89,18.14
22.147,74.62,48.94,18.12
22.198,74.62,48.94,18.12
22.248,73.51,48.33,18.11
22.301,71.46,49.00,18.18
22.352,71.20,48.64,18.14
22.402,76.53,49.27,18.15
22.452,75.31,50.28,18.21
22.502,72.57,50.36,18.29
22.551,72.57,50.36,18.29
22.601,74.56,50.04,18.29
22.654,74.75,49.44,18.22
22.703,72.29,49.27,18.25
22.754,72.63,49.63,18.29
22.804,74.85,49.89,18.27
22.854,73.05,50.17,18.29
22.903,74.16,50.84,18.33
22.954,69.67,50.95,18.33
23.005,73.33,50.14,18.29
23.058,70.99,51.28,18.40
23.111,71.21,51.34,18.33
23.168,74.75,50.01,18.28
23.219,71.75,49.64,18.35
23.269,72.31,50.60,18.34
23.320,70.07,50.47,18.39
23.370,71.51,50.95,18.41
23.419,72.15,50.37,18.41
23.470,71.58,50.34,18.36
23.520,72.63,49.90,18.37
23.573,73.27,50.39,18.36
23.624,75.00,49.72,18.33
23.675,73.71,50.07,18.32
23.729,73.28,50.52,18.35
23.779,73.66,50.87,18.40
23.832,75.86,50.39,18.41
23.884,75.53,49.94,18.41
23.941,74.38,50.49,18.43
23.992,70.88,49.92,18.44
24.042,76.24,50.33,18.46
24.096,77.19,50.30,18.39
24.147,73.71,50.13,18.55
24.198,73.05,50.18,18.48
24.246,71.01,50.82,18.57
24.295,73.07,50.80,18.51
24.349,72.94,49.96,18.47
24.404,73.62,51.29,18.64
24.455,72.23,51.85,18.53
24.504,68.69,51.38,18.59
24.552,72.58,51.21,18.49
24.601,71.16,49.98,18.42
24.649,70.86,50.79,18.51
24.699,68.79,51.48,18.56
24.750,72.47,51.16,18.58
24.801,71.88,51.10,18.60
24.850,72.97,50.10,18.54
24.899,71.43,50.72,18.57
24.948,69.37,51.30,18.62
25.002,69.74,51.25,18.56
25.057,69.20,51.82,18.67
25.113,72.84,51.48,18.60
25.167,73.74,51.84,18.62
25.218,71.90,50.74,18.66
25.270,71.01,50.58,18.66
25.321,71.00,51.57,18.66
25.378,72.69,51.88,18.75
25.432,70.57,51.51,18.75
25.489,71.03,51.47,18.69
25.544,72.12,50.69,18.68
25.597,70.31,50.95,18.69
25.648,70.31,50.95,18.69
25.703,71.86,51.71,18.71
25.755,73.10,51.42,18.61
25.806,72.72,51.73,18.62
25.860,69.89,51.94,18.69
25.912,76.87,51.99,18.71
25.964,71.76,51.41,18.74
26.027,73.50,51.30,18.73
26.079,71.62,51.73,18.82
26.136,71.64,51.44,18.81
26.189,72.32,51.65,18.75
26.245,70.59,51.84,18.85
26.302,72.21,51.14,18.78
26.354,71.13,52.45,18.82
26.407,69.25,51.56,18.81
26.459,70.43,52.32,18.90
26.514,72.19,51.87,18.86
26.571,72.32,51.37,18.85
26.627,71.78,51.60,18.77
26.681,71.78,51.60,18.77
26.735,71.91,52.02,18.91
26.791,71.31,51.84,18.86
26.852,70.19,52.49,18.85
26.908,70.63,53.44,18.97
26.963,69.83,52.76,18.92
27.019,76.74,51.66,18.83
27.078,73.29,52.13,18.89
27.135,69.19,52.28,18.89
27.196,72.83,52.27,18.89
27.253,71.94,52.52,18.93
27.314,72.00,52.44,18.89
27.371,69.94,52.58,18.96
27.429,70.80,52.47,18.95
